zip_code,crime_type,family_violence,occ_date,time_occ,latitude,longitude
78712,AUTO THEFT,3,3,3,3,3
78712,BURGLARY NON RESIDENCE,1,1,1,1,1
78712,BURGLARY OF VEH-NO SUSPECT/FU,2,2,2,2,2
78712,CHILD CUSTODY INTERFERE,1,1,1,1,1
78712,CRED CARD ABUSE - OTHER,1,1,1,1,1
78712,CRIMINAL MISCHIEF,5,5,5,5,5
78712,DAMAGE CITY PROP,1,1,1,1,1
78712,DISTURBANCE - OTHER,3,3,3,3,3
78712,DOC EXPOSURE,1,1,1,1,1
78712,DOC FIGHTING,1,1,1,1,1
78712,DUI - AGE 17 TO 20,1,1,1,1,1
78712,DWI,5,5,5,5,5
78712,EXPLOSIVE ORDNANCE DISPOSAL,1,1,1,1,1
78712,FALSE ALARM OR REPORT,1,1,1,1,1
78712,FAMILY DISTURBANCE,3,3,3,3,3
78712,HARASSMENT,3,3,3,3,3
78712,IDENTITY THEFT,7,7,7,7,7
78712,INDECENT EXPOSURE,1,1,1,1,1
78712,POSS CONTROLLED SUB/OTHER,1,1,1,1,1
78712,POSSESSION OF MARIJUANA,1,1,1,1,1
78712,PUBLIC INTOXICATION,1,1,1,1,1
78712,SUSPICIOUS PERSON,1,1,1,1,1
78712,THEFT,5,5,5,5,5
78712,THEFT FROM BUILDING,2,2,2,2,2
78712,THEFT OF BICYCLE,10,10,10,10,10
78712,UNLAWFUL CARRYING WEAPON,1,1,1,1,1
78712,WARRANT ARREST NON TRAFFIC,1,1,1,1,1
78717,ABUSE OF 911,1,1,1,1,1
78717,AGG ASLT ENHANC STRANGL/SUFFOC,2,2,2,2,2
78717,AGG ASLT STRANGLE/SUFFOCATE,13,13,13,13,13
78717,AGG ASLT W/MOTOR VEH FAM/DAT V,1,1,1,1,1
78717,AGG ASSAULT,9,9,9,9,9
78717,AGG ASSAULT FAM/DATE VIOLENCE,3,3,3,3,3
78717,AGG ASSAULT ON PUBLIC SERVANT,1,1,1,1,1
78717,AGG ROBBERY/DEADLY WEAPON,4,4,4,4,4
78717,ARSON,2,2,2,2,2
78717,ASSAULT BY CONTACT,13,13,13,13,13
78717,ASSAULT BY CONTACT FAM/DATING,17,17,17,17,17
78717,ASSAULT BY THREAT,11,11,11,11,11
78717,ASSAULT BY THREAT FAM/DATING,4,4,4,4,4
78717,ASSAULT ON PEACE OFFICER,1,1,1,1,1
78717,ASSAULT W/INJURY-FAM/DATE VIOL,58,58,58,58,58
78717,ASSAULT WITH INJURY,10,10,10,10,10
78717,AUTO THEFT,50,50,50,50,50
78717,BREACH OF COMPUTER SECURITY,4,4,4,4,4
78717,BURGLARY NON RESIDENCE,50,50,50,50,50
78717,BURGLARY OF RESIDENCE,48,48,48,48,48
78717,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,67,67,67,67,67
78717,BURGLARY OF VEH-NO SUSPECT/FU,60,60,60,60,60
78717,BURGLARY OF VEHICLE,163,163,163,163,163
78717,CHILD CUSTODY INTERFERE,27,27,27,27,27
78717,CIVIL DISTURBANCE/DEMO,2,2,2,2,2
78717,COUNTERFEITING,1,1,1,1,1
78717,CRASH/FAIL STOP AND RENDER AID,9,9,9,9,9
78717,CRED CARD ABUSE - OTHER,24,24,24,24,24
78717,CRED CARD ABUSE BY FORGERY,1,1,1,1,1
78717,CRIMINAL MISCHIEF,69,69,69,69,69
78717,CRIMINAL MISCHIEF-NO SUSPECT,5,5,5,5,5
78717,CRIMINAL TRESPASS,9,9,9,9,9
78717,CRIMINAL TRESPASS/HOTEL,2,2,2,2,2
78717,CRIMINAL TRESPASS/TRANSIENT,2,2,2,2,2
78717,CRUELTY TO ANIMALS,3,3,3,3,3
78717,DAMAGE CITY PROP,2,2,2,2,2
78717,DATING DISTURBANCE,24,24,24,24,24
78717,DEADLY CONDUCT,2,2,2,2,2
78717,DEBIT CARD ABUSE,19,19,19,19,19
78717,DISTURBANCE - OTHER,38,38,38,38,38
78717,DOC DISCHARGE GUN - PUB PLACE,1,1,1,1,1
78717,DOC DISPLAY GUN/DEADLY PUB PLC,2,2,2,2,2
78717,DOC EXPOSURE,1,1,1,1,1
78717,DOC FIGHTING,2,2,2,2,2
78717,DOC WINDOW PEEPING-RESIDENCE,1,1,1,1,1
78717,DRIVING WHILE INTOX / FELONY,5,5,5,5,5
78717,DUI - AGE 17 TO 20,1,1,1,1,1
78717,DWI,38,38,38,38,38
78717,DWI  .15 BAC OR ABOVE,4,4,4,4,4
78717,DWI - CHILD PASSENGER,1,1,1,1,1
78717,DWI 2ND,5,5,5,5,5
78717,EVADING VEHICLE,4,4,4,4,4
78717,EXPLOSIVE ORDNANCE DISPOSAL,1,1,1,1,1
78717,FALSE ALARM OR REPORT,3,3,3,3,3
78717,FAMILY DISTURBANCE,219,219,219,219,219
78717,FAMILY DISTURBANCE/PARENTAL,17,17,17,17,17
78717,FELONY ENHANCEMENT/ASSLT W/INJ,3,3,3,3,3
78717,FORGERY - OTHER,5,5,5,5,5
78717,FORGERY AND PASSING,5,5,5,5,5
78717,FRAUD - OTHER,29,29,29,29,29
78717,FRAUD DESTRUCTION OF A WRITING,1,1,1,1,1
78717,FRAUD-CARD SKIMMER,2,2,2,2,2
78717,GRAFFITI,3,3,3,3,3
78717,HARASSMENT,67,67,67,67,67
78717,IDENTITY THEFT,94,94,94,94,94
78717,INDECENT ASSAULT,2,2,2,2,2
78717,INDECENT EXPOSURE,2,2,2,2,2
78717,INTER EMERG PHONECALL FAM/DATE,2,2,2,2,2
78717,LIQUOR LAW VIOLATION/OTHER,1,1,1,1,1
78717,MAIL THEFT,33,33,33,33,33
78717,ONLINE IMPERSONATION,4,4,4,4,4
78717,ONLINE SOLICITATION OF A MINOR,3,3,3,3,3
78717,POSS CONTROLLED SUB/NARCOTIC,10,10,10,10,10
78717,POSS CONTROLLED SUB/OTHER,1,1,1,1,1
78717,POSS CONTROLLED SUB/SYN NARC,1,1,1,1,1
78717,POSS OF DRUG PARAPHERNALIA,6,6,6,6,6
78717,POSS/PROMO CHILD PORNOGRAPHY,1,1,1,1,1
78717,POSSESSION OF MARIJUANA,4,4,4,4,4
78717,PROSTITUTION,1,1,1,1,1
78717,PROTECTIVE ORDER,4,4,4,4,4
78717,PUBLIC INTOXICATION,6,6,6,6,6
78717,RECKLESS CONDUCT,1,1,1,1,1
78717,RECKLESS DAMAGE,6,6,6,6,6
78717,RENTAL CAR/FAIL TO RETURN,1,1,1,1,1
78717,RESISTING ARREST OR SEARCH,1,1,1,1,1
78717,ROBBERY BY ASSAULT,4,4,4,4,4
78717,ROBBERY BY THREAT,2,2,2,2,2
78717,RUNAWAY CHILD,8,8,8,8,8
78717,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78717,STALKING,1,1,1,1,1
78717,SUSPICIOUS PERSON,22,22,22,22,22
78717,TERRORISTIC THREAT,13,13,13,13,13
78717,TERRORISTIC THREAT-FAM/DAT VIO,2,2,2,2,2
78717,THEFT,123,123,123,123,123
78717,THEFT BY EMBEZZLEMENT,1,1,1,1,1
78717,THEFT BY SHOPLIFTING,69,69,69,69,69
78717,THEFT CATALYTIC CONVERTER,29,29,29,29,29
78717,THEFT FROM AUTO,6,6,6,6,6
78717,THEFT FROM BUILDING,7,7,7,7,7
78717,THEFT FROM PERSON,4,4,4,4,4
78717,THEFT OF AUTO PARTS,3,3,3,3,3
78717,THEFT OF BICYCLE,20,20,20,20,20
78717,THEFT OF LICENSE PLATE,18,18,18,18,18
78717,THEFT OF METAL,1,1,1,1,1
78717,THEFT OF SERVICE,4,4,4,4,4
78717,THEFT OF TRAILER,5,5,5,5,5
78717,THEFT-NO SUSPECT/FOLLOWUP,2,2,2,2,2
78717,UNLAWFUL CARRYING WEAPON,3,3,3,3,3
78717,UNLAWFUL RESTRAINT FAM/DAT VIO,1,1,1,1,1
78717,VIOL CITY ORDINANCE - OTHER,2,2,2,2,2
78717,VIOL CITY ORDINANCE - WRECKER,1,1,1,1,1
78717,VIOL OF EMERG PROTECTIVE ORDER,2,2,2,2,2
78717,VIOL OF PROTECTIVE ORDER,5,5,5,5,5
78717,WEAPON VIOL - OTHER,1,1,1,1,1
78719,AGG ASSAULT,2,2,2,2,2
78719,AGG ASSAULT WITH MOTOR VEH,2,2,2,2,2
78719,AIRPORT - BOMB THREAT,2,2,2,2,2
78719,AIRPORT - BREACH OF SECURITY,4,4,4,4,4
78719,AIRPORT - CRIMINAL TRESPASS,89,89,89,89,89
78719,AIRPORT - FEDERAL VIOL,27,27,27,27,27
78719,AIRPORT PLACES WEAPON PROHIBIT,154,154,154,154,154
78719,ASSAULT BY CONTACT,22,22,22,22,22
78719,ASSAULT BY CONTACT FAM/DATING,1,1,1,1,1
78719,ASSAULT BY THREAT,1,1,1,1,1
78719,ASSAULT BY THREAT FAM/DATING,1,1,1,1,1
78719,ASSAULT W/INJURY-FAM/DATE VIOL,3,3,3,3,3
78719,ASSAULT WITH INJURY,9,9,9,9,9
78719,AUTO THEFT,59,59,59,59,59
78719,BURGLARY OF VEH-NO SUSPECT/FU,3,3,3,3,3
78719,BURGLARY OF VEHICLE,13,13,13,13,13
78719,CHILD CUSTODY INTERFERE,6,6,6,6,6
78719,CRASH/FAIL STOP AND RENDER AID,5,5,5,5,5
78719,CRED CARD ABUSE - OTHER,6,6,6,6,6
78719,CRIMINAL MISCHIEF,20,20,20,20,20
78719,CRIMINAL MISCHIEF-NO SUSPECT,3,3,3,3,3
78719,CRIMINAL TRESPASS,5,5,5,5,5
78719,CRIMINAL TRESPASS/HOTEL,2,2,2,2,2
78719,CRIMINAL TRESPASS/IN VEHICLE,1,1,1,1,1
78719,CRIMINAL TRESPASS/TRANSIENT,1,1,1,1,1
78719,CUSTODY ARREST TRAFFIC WARR,5,5,5,5,5
78719,DAMAGE CITY PROP,7,7,7,7,7
78719,DAMAGE CITY VEHICLE,3,3,3,3,3
78719,DATING DISTURBANCE,2,2,2,2,2
78719,DEBIT CARD ABUSE,1,1,1,1,1
78719,DEL MARIJUANA,2,2,2,2,2
78719,DISTURBANCE - OTHER,31,31,31,31,31
78719,DOC ABUSE OR THREAT,1,1,1,1,1
78719,DWI,3,3,3,3,3
78719,DWI  .15 BAC OR ABOVE,4,4,4,4,4
78719,DWI 2ND,1,1,1,1,1
78719,EXPLOSIVE ORDNANCE DISPOSAL,2,2,2,2,2
78719,FAMILY DISTURBANCE,21,21,21,21,21
78719,FAMILY DISTURBANCE/PARENTAL,5,5,5,5,5
78719,FEDERAL VIOL/OTHER,25,25,25,25,25
78719,FORGERY BY MAKING,1,1,1,1,1
78719,FORGERY OF IDENTIFICATION,1,1,1,1,1
78719,FRAUD - OTHER,3,3,3,3,3
78719,HARASSMENT,1,1,1,1,1
78719,IDENTITY THEFT,4,4,4,4,4
78719,ILLUMIN AIRCRAFT INTENSE LIGHT,3,3,3,3,3
78719,LIQUOR LAW VIOLATION/OTHER,1,1,1,1,1
78719,MONEY LAUNDERING,3,3,3,3,3
78719,ONLINE SOLICITATION OF A MINOR,1,1,1,1,1
78719,POCKET PICKING,1,1,1,1,1
78719,POSS CONTROLLED SUB/NARCOTIC,4,4,4,4,4
78719,POSS CONTROLLED SUB/SYN NARC,1,1,1,1,1
78719,POSS OF ALCOHOL - AGE 17 TO 20,1,1,1,1,1
78719,POSS OF DRUG PARAPHERNALIA,5,5,5,5,5
78719,POSS OF FIREARM BY FELON,1,1,1,1,1
78719,POSSESSION OF MARIJUANA,28,28,28,28,28
78719,PUBLIC INTOX-SOBERING CENTER,10,10,10,10,10
78719,PUBLIC INTOXICATION,21,21,21,21,21
78719,PUBLIC LEWDNESS,1,1,1,1,1
78719,RECKLESS DAMAGE,1,1,1,1,1
78719,RENTAL CAR/FAIL TO RETURN,34,34,34,34,34
78719,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78719,STALKING,1,1,1,1,1
78719,SUSPICIOUS PERSON,13,13,13,13,13
78719,TERRORISTIC THREAT,2,2,2,2,2
78719,TERRORISTIC THREAT-FAM/DAT VIO,1,1,1,1,1
78719,TERRORISTIC THREAT-MASS CASLTY,1,1,1,1,1
78719,THEFT,160,160,160,160,160
78719,THEFT BY SHOPLIFTING,2,2,2,2,2
78719,THEFT CATALYTIC CONVERTER,2,2,2,2,2
78719,THEFT FROM AUTO,1,1,1,1,1
78719,THEFT FROM PERSON,3,3,3,3,3
78719,THEFT OF AUTO PARTS,6,6,6,6,6
78719,THEFT OF LICENSE PLATE,4,4,4,4,4
78719,THEFT OF SERVICE,5,5,5,5,5
78719,THEFT-NO SUSPECT/FOLLOWUP,3,3,3,3,3
78719,UNLAWFUL CARRYING WEAPON,1,1,1,1,1
78719,URINATING IN PUBLIC PLACE,1,1,1,1,1
78719,VIOL CITY ORDINANCE - AIRPORT,6,6,6,6,6
78719,VIOL CITY ORDINANCE - OTHER,3,3,3,3,3
78719,VIOL CITY ORDINANCE - WRECKER,1,1,1,1,1
78719,VIOL STATE LAW - OTHER,2,2,2,2,2
78719,WARRANT ARREST NON TRAFFIC,8,8,8,8,8
78721,ABUSE OF 911,2,2,2,2,2
78721,ABUSE OF CORPSE,1,1,1,1,1
78721,AGG ASLT ENHANC STRANGL/SUFFOC,3,3,3,3,3
78721,AGG ASLT STRANGLE/SUFFOCATE,24,24,24,24,24
78721,AGG ASLT W/MOTOR VEH FAM/DAT V,1,1,1,1,1
78721,AGG ASSAULT,67,67,67,67,67
78721,AGG ASSAULT FAM/DATE VIOLENCE,35,35,35,35,35
78721,AGG ASSAULT WITH MOTOR VEH,5,5,5,5,5
78721,AGG ROBBERY/DEADLY WEAPON,21,21,21,21,21
78721,ARSON,10,10,10,10,10
78721,ASSAULT BY CONTACT,49,49,49,49,49
78721,ASSAULT BY CONTACT FAM/DATING,59,59,59,59,59
78721,ASSAULT BY THREAT,67,67,67,67,67
78721,ASSAULT BY THREAT FAM/DATING,17,17,17,17,17
78721,ASSAULT OF A PREGNANT WOMAN,1,1,1,1,1
78721,ASSAULT OF PREGNANT WM-FAM/DAT,5,5,5,5,5
78721,ASSAULT ON PEACE OFFICER,2,2,2,2,2
78721,ASSAULT W/INJURY-FAM/DATE VIOL,153,153,153,153,153
78721,ASSAULT WITH INJURY,108,108,108,108,108
78721,AUTO THEFT,98,98,98,98,98
78721,BOMB THREAT,1,1,1,1,1
78721,BREACH OF COMPUTER SECURITY,6,6,6,6,6
78721,BURG OF RES - FAM/DATING ASLT,3,3,3,3,3
78721,BURGLARY NON RESIDENCE,47,47,47,47,47
78721,BURGLARY OF RESIDENCE,67,67,67,67,67
78721,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,20,20,20,20,20
78721,BURGLARY OF VEH-NO SUSPECT/FU,34,34,34,34,34
78721,BURGLARY OF VEHICLE,117,117,117,117,117
78721,CHILD CUSTODY INTERFERE,49,49,49,49,49
78721,CHILD ENDANGERMENT- ABANDONMEN,2,2,2,2,2
78721,CIVIL DISTURBANCE/DEMO,1,1,1,1,1
78721,COUNTERFEITING,2,2,2,2,2
78721,CRASH/FAIL STOP AND RENDER AID,23,23,23,23,23
78721,CRED CARD ABUSE - OTHER,13,13,13,13,13
78721,CRIMINAL MISCHIEF,216,216,216,216,216
78721,CRIMINAL MISCHIEF BY ARSON,1,1,1,1,1
78721,CRIMINAL MISCHIEF-NO SUSPECT,8,8,8,8,8
78721,CRIMINAL TRESPASS,58,58,58,58,58
78721,CRIMINAL TRESPASS/HOTEL,1,1,1,1,1
78721,CRIMINAL TRESPASS/TRANSIENT,10,10,10,10,10
78721,CRUELTY TO ANIMALS,10,10,10,10,10
78721,CUSTODY ARREST TRAFFIC WARR,2,2,2,2,2
78721,DAMAGE CITY PROP,1,1,1,1,1
78721,DAMAGE CITY VEHICLE,5,5,5,5,5
78721,DANG DRUG VIOL - OTHER,1,1,1,1,1
78721,DATING DISTURBANCE,36,36,36,36,36
78721,DEADLY CONDUCT,7,7,7,7,7
78721,DEADLY CONDUCT FAM/DATE VIOL,2,2,2,2,2
78721,DEBIT CARD ABUSE,19,19,19,19,19
78721,DEL CONTROLLED SUB/NARCOTIC,1,1,1,1,1
78721,DEL CONTROLLED SUB/OTHER,1,1,1,1,1
78721,DISTURBANCE - OTHER,108,108,108,108,108
78721,DOC DISCHARGE GUN - PUB PLACE,12,12,12,12,12
78721,DOC DISCHARGE GUN - PUB ROAD,8,8,8,8,8
78721,DOC DISPLAY GUN/DEADLY PUB PLC,4,4,4,4,4
78721,DOC EXPOSURE,6,6,6,6,6
78721,DOC FIGHTING,4,4,4,4,4
78721,DRIVING WHILE INTOX / FELONY,12,12,12,12,12
78721,DWI,48,48,48,48,48
78721,DWI  .15 BAC OR ABOVE,5,5,5,5,5
78721,DWI - CHILD PASSENGER,3,3,3,3,3
78721,DWI - DRUG RECOGNITION EXPERT,3,3,3,3,3
78721,DWI 2ND,14,14,14,14,14
78721,EVADING / FOOT,14,14,14,14,14
78721,EVADING / VEHICLE PURSUIT,4,4,4,4,4
78721,EVADING VEHICLE,18,18,18,18,18
78721,FAILURE TO IDENTIFY,6,6,6,6,6
78721,FALSE ALARM OR REPORT,2,2,2,2,2
78721,FALSE REPORT TO PEACE OFFICER,1,1,1,1,1
78721,FALSE STATEMENT -OBTAIN CREDIT,1,1,1,1,1
78721,FAMILY DISTURBANCE,427,427,427,427,427
78721,FAMILY DISTURBANCE/PARENTAL,48,48,48,48,48
78721,FELONY ENHANCEMENT/ASSLT W/INJ,23,23,23,23,23
78721,FORGERY - OTHER,2,2,2,2,2
78721,FORGERY AND PASSING,10,10,10,10,10
78721,FRAUD - OTHER,34,34,34,34,34
78721,FRAUD-CARD SKIMMER,1,1,1,1,1
78721,GRAFFITI,8,8,8,8,8
78721,HARASSMENT,111,111,111,111,111
78721,HARASSMENT OF A PUBLIC SERVANT,2,2,2,2,2
78721,HARBORING RUNAWAY CHILD,1,1,1,1,1
78721,HINDERING APPREHENSION,1,1,1,1,1
78721,IDENTITY THEFT,53,53,53,53,53
78721,IMPERSONATING PUBLIC SERVANT,1,1,1,1,1
78721,INDECENT ASSAULT,4,4,4,4,4
78721,INDECENT EXPOSURE,7,7,7,7,7
78721,INJ TO ELDERLY   FAM/DATE VIOL,2,2,2,2,2
78721,INJURY TO CHILD,7,7,7,7,7
78721,INJURY TO ELDERLY PERSON,5,5,5,5,5
78721,INTER EMERG PHONECALL FAM/DATE,2,2,2,2,2
78721,INTERFERENCE PUBLIC DUTIES,1,1,1,1,1
78721,INTERFERING W/EMERG PHONE CALL,1,1,1,1,1
78721,ISSUANCE OF BAD CHECK,1,1,1,1,1
78721,KIDNAPPING,1,1,1,1,1
78721,LIQUOR LAW VIOLATION/OTHER,4,4,4,4,4
78721,LITTERING,1,1,1,1,1
78721,MAIL THEFT,31,31,31,31,31
78721,MURDER,4,4,4,4,4
78721,ONLINE IMPERSONATION,3,3,3,3,3
78721,ONLINE SOLICITATION OF A MINOR,1,1,1,1,1
78721,POSS CONTROLLED SUB/NARCOTIC,100,100,100,100,100
78721,POSS CONTROLLED SUB/OTHER,4,4,4,4,4
78721,POSS CONTROLLED SUB/SYN NARC,7,7,7,7,7
78721,POSS DANG DRUG,5,5,5,5,5
78721,POSS OF DRUG PARAPHERNALIA,44,44,44,44,44
78721,POSS OF FIREARM BY FELON,14,14,14,14,14
78721,POSS OF PROHIBITED WEAPON,1,1,1,1,1
78721,POSS SYNTHETIC MARIJUANA,2,2,2,2,2
78721,POSS/PROMO CHILD PORNOGRAPHY,1,1,1,1,1
78721,POSSESSION OF FORGED WRITING,1,1,1,1,1
78721,POSSESSION OF MARIJUANA,55,55,55,55,55
78721,PROBATION VIOL,1,1,1,1,1
78721,PROSTITUTION,2,2,2,2,2
78721,PROTECTIVE ORDER,8,8,8,8,8
78721,PUBLIC INTOX-SOBERING CENTER,6,6,6,6,6
78721,PUBLIC INTOXICATION,29,29,29,29,29
78721,RECKLESS DAMAGE,1,1,1,1,1
78721,RESISTING ARREST OR SEARCH,3,3,3,3,3
78721,RETALIATION,1,1,1,1,1
78721,ROBBERY BY ASSAULT,11,11,11,11,11
78721,ROBBERY BY THREAT,2,2,2,2,2
78721,RUNAWAY CHILD,32,32,32,32,32
78721,STALKING,5,5,5,5,5
78721,SUSPICIOUS PERSON,28,28,28,28,28
78721,TAKE WEAPON FRM POLICE OFFICER,1,1,1,1,1
78721,TAMPERING WITH EVIDENCE,2,2,2,2,2
78721,TAMPERING WITH GOV RECORD,1,1,1,1,1
78721,TERRORISTIC THREAT,33,33,33,33,33
78721,TERRORISTIC THREAT-FAM/DAT VIO,12,12,12,12,12
78721,THEFT,202,202,202,202,202
78721,THEFT BY CHECK,1,1,1,1,1
78721,THEFT BY EMBEZZLEMENT,1,1,1,1,1
78721,THEFT BY SHOPLIFTING,17,17,17,17,17
78721,THEFT CATALYTIC CONVERTER,30,30,30,30,30
78721,THEFT FROM AUTO,6,6,6,6,6
78721,THEFT FROM BUILDING,8,8,8,8,8
78721,THEFT FROM PERSON,10,10,10,10,10
78721,THEFT OF AUTO PARTS,6,6,6,6,6
78721,THEFT OF BICYCLE,27,27,27,27,27
78721,THEFT OF HEAVY EQUIPMENT,2,2,2,2,2
78721,THEFT OF LICENSE PLATE,17,17,17,17,17
78721,THEFT OF METAL,3,3,3,3,3
78721,THEFT OF SERVICE,15,15,15,15,15
78721,THEFT OF TRAILER,14,14,14,14,14
78721,THEFT-NO SUSPECT/FOLLOWUP,3,3,3,3,3
78721,UNLAWFUL CARRYING WEAPON,30,30,30,30,30
78721,UNLAWFUL RESTRAINT,2,2,2,2,2
78721,URINATING IN PUBLIC PLACE,1,1,1,1,1
78721,VIOL CITY ORDINANCE - OTHER,1,1,1,1,1
78721,VIOL CITY ORDINANCE - WRECKER,11,11,11,11,11
78721,VIOL CITY ORDINANCE -FIREWORK,1,1,1,1,1
78721,VIOL OF BOND CONDITIONS,2,2,2,2,2
78721,VIOL OF EMERG PROTECTIVE ORDER,4,4,4,4,4
78721,VIOL OF PROTECTIVE ORDER,30,30,30,30,30
78721,VIOL STATE LAW - OTHER,1,1,1,1,1
78721,WARRANT ARREST NON TRAFFIC,8,8,8,8,8
78721,WEAPON VIOL - OTHER,1,1,1,1,1
78722,AGG ASLT ENHANC STRANGL/SUFFOC,1,1,1,1,1
78722,AGG ASLT STRANGLE/SUFFOCATE,4,4,4,4,4
78722,AGG ASSAULT,9,9,9,9,9
78722,AGG ASSAULT FAM/DATE VIOLENCE,2,2,2,2,2
78722,AGG ASSAULT WITH MOTOR VEH,1,1,1,1,1
78722,AGG ROBBERY/DEADLY WEAPON,15,15,15,15,15
78722,ARSON,2,2,2,2,2
78722,ASSAULT BY CONTACT,24,24,24,24,24
78722,ASSAULT BY CONTACT FAM/DATING,11,11,11,11,11
78722,ASSAULT BY THREAT,23,23,23,23,23
78722,ASSAULT BY THREAT FAM/DATING,3,3,3,3,3
78722,ASSAULT OF PREGNANT WM-FAM/DAT,1,1,1,1,1
78722,ASSAULT ON PEACE OFFICER,1,1,1,1,1
78722,ASSAULT ON PUBLIC SERVANT,1,1,1,1,1
78722,ASSAULT W/INJURY-FAM/DATE VIOL,29,29,29,29,29
78722,ASSAULT WITH INJURY,48,48,48,48,48
78722,AUTO THEFT,58,58,58,58,58
78722,BURGLARY NON RESIDENCE,44,44,44,44,44
78722,BURGLARY OF RESIDENCE,27,27,27,27,27
78722,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,12,12,12,12,12
78722,BURGLARY OF VEH-NO SUSPECT/FU,24,24,24,24,24
78722,BURGLARY OF VEHICLE,115,115,115,115,115
78722,CHILD CUSTODY INTERFERE,18,18,18,18,18
78722,CRASH/FAIL STOP AND RENDER AID,11,11,11,11,11
78722,CRASH/INTOXICATION ASSAULT,1,1,1,1,1
78722,CRASH/MANSLAUGHTER,1,1,1,1,1
78722,CRED CARD ABUSE - OTHER,9,9,9,9,9
78722,CRIMINAL MISCHIEF,84,84,84,84,84
78722,CRIMINAL MISCHIEF BY ARSON,1,1,1,1,1
78722,CRIMINAL MISCHIEF-NO SUSPECT,2,2,2,2,2
78722,CRIMINAL SOLICITATION OF MINOR,1,1,1,1,1
78722,CRIMINAL TRESPASS,28,28,28,28,28
78722,CRIMINAL TRESPASS/HOTEL,2,2,2,2,2
78722,CRIMINAL TRESPASS/TRANSIENT,8,8,8,8,8
78722,CRUELTY TO ANIMALS,2,2,2,2,2
78722,CUSTODY ARREST TRAFFIC WARR,4,4,4,4,4
78722,DAMAGE CITY VEHICLE,1,1,1,1,1
78722,DATING DISTURBANCE,14,14,14,14,14
78722,DEADLY CONDUCT,1,1,1,1,1
78722,DEBIT CARD ABUSE,2,2,2,2,2
78722,DISTURBANCE - OTHER,37,37,37,37,37
78722,DOC DISCHARGE GUN - PUB PLACE,2,2,2,2,2
78722,DOC EXPOSURE,2,2,2,2,2
78722,DOC FIGHTING,2,2,2,2,2
78722,DOC WINDOW PEEPING-RESIDENCE,1,1,1,1,1
78722,DRIVING WHILE INTOX / FELONY,3,3,3,3,3
78722,DWI,39,39,39,39,39
78722,DWI  .15 BAC OR ABOVE,7,7,7,7,7
78722,DWI - DRUG RECOGNITION EXPERT,1,1,1,1,1
78722,DWI 2ND,5,5,5,5,5
78722,EVADING / FOOT,2,2,2,2,2
78722,EVADING / VEHICLE PURSUIT,1,1,1,1,1
78722,EVADING VEHICLE,6,6,6,6,6
78722,EXPLOITATION OF CHILD/ELDERLY,1,1,1,1,1
78722,FAILURE TO IDENTIFY,1,1,1,1,1
78722,FALSE ALARM OR REPORT,1,1,1,1,1
78722,FALSE REPORT TO PEACE OFFICER,1,1,1,1,1
78722,FAMILY DISTURBANCE,99,99,99,99,99
78722,FAMILY DISTURBANCE/PARENTAL,12,12,12,12,12
78722,FELONY ENHANCEMENT/ASSLT W/INJ,4,4,4,4,4
78722,FORGERY - OTHER,1,1,1,1,1
78722,FORGERY AND PASSING,4,4,4,4,4
78722,FRAUD - OTHER,22,22,22,22,22
78722,FRAUD-CARD SKIMMER,1,1,1,1,1
78722,GRAFFITI,12,12,12,12,12
78722,HARASSMENT,38,38,38,38,38
78722,IDENTITY THEFT,35,35,35,35,35
78722,IDENTITY THEFT-TAX RETURNS,1,1,1,1,1
78722,INDECENT ASSAULT,1,1,1,1,1
78722,INDECENT EXPOSURE,5,5,5,5,5
78722,INJ TO ELDERLY   FAM/DATE VIOL,1,1,1,1,1
78722,INJURY TO ELDERLY PERSON,2,2,2,2,2
78722,INTER EMERG PHONECALL FAM/DATE,1,1,1,1,1
78722,KIDNAPPING,1,1,1,1,1
78722,MAIL THEFT,17,17,17,17,17
78722,MANSLAUGHTER,1,1,1,1,1
78722,MURDER,1,1,1,1,1
78722,ONLINE IMPERSONATION,1,1,1,1,1
78722,POSS CONTROLLED SUB/NARCOTIC,26,26,26,26,26
78722,POSS CONTROLLED SUB/OTHER,3,3,3,3,3
78722,POSS DANG DRUG,1,1,1,1,1
78722,POSS OF DRUG PARAPHERNALIA,10,10,10,10,10
78722,POSS OF FIREARM BY FELON,2,2,2,2,2
78722,POSS/PROMO CHILD PORNOGRAPHY,1,1,1,1,1
78722,POSSESSION OF MARIJUANA,17,17,17,17,17
78722,PROSTITUTION,1,1,1,1,1
78722,PROTECTIVE ORDER,1,1,1,1,1
78722,PUBLIC INTOX-SOBERING CENTER,4,4,4,4,4
78722,PUBLIC INTOXICATION,5,5,5,5,5
78722,RECKLESS DAMAGE,3,3,3,3,3
78722,RENTAL CAR/FAIL TO RETURN,1,1,1,1,1
78722,RESISTING ARREST OR SEARCH,2,2,2,2,2
78722,RETALIATION,1,1,1,1,1
78722,ROBBERY BY ASSAULT,4,4,4,4,4
78722,RUNAWAY CHILD,12,12,12,12,12
